feature_1,feature_2,left_interval,right_interval
0.4822777988822866,-0.19246500708166922,0.6432291754769708,0.865801126468922
0.6393591248268652,1.445162682737757,0.7538775019950813,0.800825582241472
-0.27815345095094823,-0.2869718799808996,0.3360782665475295,0.5384739568730978
1.6085637257126697,0.700331614115514,1.2741637079722077,1.4959358257452862
-0.522993239116579,0.4786604488111805,0.0838933792096771,0.1035157487094542
-0.5166915516749883,-0.51526545145896,0.9079787399081292,1.452568906353071
0.21722115830994093,-1.9421944247546714,1.4345405047335225,2.1546815497674934
-1.829219597449231,-0.61044768416852,0.1579977558787392,0.277642015348817
-1.0883288505172173,0.25360023551282107,0.9623357304650316,1.1140012547282627
-0.9792823420128967,-1.4483546941133263,2.07460411323746,3.1121906291174737
1.4904059931491962,-0.27873032777545154,0.3426571845043029,0.4479642718043972
0.03573120225625149,-1.4606218973229725,0.6540193814243979,0.8532473236011708
-0.6009316333884714,0.05317201667182186,0.264901563151149,0.4202441207058432
-1.2320800036831336,0.31417550695655133,0.1714270567032173,0.2513505811610073
-0.6594631626348817,-0.3437087301459786,1.4965711272156244,2.358089827571521
-0.6605742825937686,1.7697206043225122,0.33129377970462,0.4358248640510267
-0.04857172026865809,-1.098813380187023,0.9908004378118186,1.3261412145855227
0.8212884704035861,-1.2596221447463563,0.2473670920226913,0.3108985041570569
0.1827836343672163,-1.9879234429388986,3.037828876387657,4.094178609106793
-1.4164399422937413,0.13788639788716886,0.113647577725056,0.1527010946446557
0.7338091547377358,0.11275661079472125,1.3739669723228736,1.6240432719446585
-0.1548548064547232,-0.3529846237166297,1.0885056476102992,1.5241271449648983
-1.572856999459323,-0.7657598420551951,1.762060225477437,2.6876545642021297
-0.5138002219367956,0.9858922804342705,0.1133472072600377,0.1637478906556714
0.3229891804059093,-1.7940946260356665,0.0826504587941366,0.1187965144809842
0.302664693490548,-0.4357668662455437,1.339867860092336,1.66606315496293
-0.7388321465585824,0.5467920777159089,3.4200096333596277,3.9257529632623593
1.0381751070363694,0.8618428950822336,3.3500456772041223,5.031389975741875
-0.9076925523785139,-0.36097778932444213,0.7242524358953109,1.1019311379823482
0.31013456602049994,0.905477312545422,0.5077001197659274,0.6581585240832484
-0.5330854517699973,-0.2391845074077519,1.766268161763927,2.226114402174292
-1.1856149517784365,-1.2353360930505932,0.2536122784269257,0.3255696731416124
0.8108641067255129,1.2807489097763034,1.3481022312471382,1.8733131744244864
-0.10945147424424954,0.9330663750721387,0.9360652665417,1.2144617466130816
0.3417357365048797,-0.6920998980445746,4.112877100934277,4.6730438139645205
0.3414855919523364,1.4599556101743953,8.774666349129223,13.408509168368154
